group,seg_id,mp_id,use_mp,plan_code,broker_aig,gmwb_type_aig,hiloband_aig,LifeType,crediting_type_aig,stat_valn_code,tax_valn_code,issue_age_male_aig,issue_age_female_aig,gender_mp,male_sex_pct,single_prem,reins_pct,init_policies,init_policies_joint_aig,init_policies_male_aig,init_policies_female_aig,init_contract_val,host_accrual_rate,init_host_val,init_hedge_budget,gmwb_ind,gmwb_dth_ben_ind_aig,gmwb_exercise_yrs,init_gmwb_fund_val,init_gmwb_prem,init_gmwb_max_wdl_amt,gmwb_sfas133_req_prof_chg,init_withdrl_cumul,init_pfwd_curr_pol_yr,init_pfwd_entitlement,init_fund_val_fixed,init_fund_val_index0,init_fund_val_index1,init_fund_val_index2,init_fund_val_index3,init_fund_val_index4,init_rebal_pct_fixed,init_rebal_pct_index0,init_rebal_pct_index1,init_rebal_pct_index2,init_rebal_pct_index3,init_rebal_pct_index4,init_comm_subject_to_chargeback,init_stat_res_carvm,init_tax_res_carvm,preincome_exercise_yrs_aig,prop_female_owned_aig,prop_male_owned_aig,prop_joint_owned_aig
16,Seg,BI1RMN01514-017,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,45,45,Male,1,5000,0,0.04,1,0,0,0,0,4000,0,1,1,15,5000,5000,0,0,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-018,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,45,45,Male,1,5000,0,0.04,1,0,0,0,0,4000,0,1,1,200,5000,5000,0,0,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-019,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,50,50,Male,1,15000,0,0.12,1,0,0,0,0,12000,0,1,1,200,15000,15000,0,0,0,0,0,0,15000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-020,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,55,55,Male,1,21000,0,0.168,1,0,0,0,0,16800,0,1,1,200,21000,21000,0,0,0,0,0,0,21000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-021,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,60,60,Male,1,26000,0,0.208,1,0,0,0,0,20800,0,1,1,200,26000,26000,0,0,0,0,0,0,26000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-022,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,65,65,Male,1,21000,0,0.168,1,0,0,0,0,16800,0,1,1,200,21000,21000,0,0,0,0,0,0,21000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-023,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,70,70,Male,1,10000,0,0.08,1,0,0,0,0,8000,0,1,1,200,10000,10000,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-024,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,75,75,Male,1,2000,0,0.016,1,0,0,0,0,1600,0,1,1,200,2000,2000,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16,Seg,BI1RMN01514-025,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,50,50,Female,0,18750,0,0.15,1,0,0,0,0,15000,0,1,1,0,18750,18750,0,0,0,0,0,0,18750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-026,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,55,55,Female,0,42000,0,0.336,1,0,0,0,0,33600,0,1,1,0,42000,42000,0,0,0,0,0,0,42000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-027,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,60,60,Female,0,71500,0,0.572,1,0,0,0,0,57200,0,1,1,0,71500,71500,0,0,0,0,0,0,71500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-028,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,65,65,Female,0,57750,0,0.462,1,0,0,0,0,46200,0,1,1,0,57750,57750,0,0,0,0,0,0,57750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-029,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,70,70,Female,0,27500,0,0.22,1,0,0,0,0,22000,0,1,1,0,27500,27500,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-030,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,75,75,Female,0,5500,0,0.044,1,0,0,0,0,4400,0,1,1,0,5500,5500,0,0,0,0,0,0,5500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-031,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,45,45,Female,0,6250,0,0.05,1,0,0,0,0,5000,0,1,1,5,6250,6250,0,0,0,0,0,0,6250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-032,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,50,50,Female,0,26250,0,0.21,1,0,0,0,0,21000,0,1,1,5,26250,26250,0,0,0,0,0,0,26250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-033,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,55,55,Female,0,21000,0,0.168,1,0,0,0,0,16800,0,1,1,5,21000,21000,0,0,0,0,0,0,21000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-034,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,60,60,Female,0,32500,0,0.26,1,0,0,0,0,26000,0,1,1,5,32500,32500,0,0,0,0,0,0,32500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-035,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,65,65,Female,0,26250,0,0.21,1,0,0,0,0,21000,0,1,1,5,26250,26250,0,0,0,0,0,0,26250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-036,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,70,70,Female,0,12500,0,0.1,1,0,0,0,0,10000,0,1,1,5,12500,12500,0,0,0,0,0,0,12500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-037,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,75,75,Female,0,2500,0,0.02,1,0,0,0,0,2000,0,1,1,5,2500,2500,0,0,0,0,0,0,2500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-038,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,45,45,Female,0,8750,0,0.07,1,0,0,0,0,7000,0,1,1,10,8750,8750,0,0,0,0,0,0,8750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-039,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,50,50,Female,0,15000,0,0.12,1,0,0,0,0,12000,0,1,1,10,15000,15000,0,0,0,0,0,0,15000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-040,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,55,55,Female,0,21000,0,0.168,1,0,0,0,0,16800,0,1,1,10,21000,21000,0,0,0,0,0,0,21000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-041,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,45,45,Female,0,5000,0,0.04,1,0,0,0,0,4000,0,1,1,15,5000,5000,0,0,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-042,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,45,45,Female,0,5000,0,0.04,1,0,0,0,0,4000,0,1,1,200,5000,5000,0,0,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-043,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,50,50,Female,0,15000,0,0.12,1,0,0,0,0,12000,0,1,1,200,15000,15000,0,0,0,0,0,0,15000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-044,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,55,55,Female,0,21000,0,0.168,1,0,0,0,0,16800,0,1,1,200,21000,21000,0,0,0,0,0,0,21000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-045,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,60,60,Female,0,26000,0,0.208,1,0,0,0,0,20800,0,1,1,200,26000,26000,0,0,0,0,0,0,26000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-046,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,65,65,Female,0,21000,0,0.168,1,0,0,0,0,16800,0,1,1,200,21000,21000,0,0,0,0,0,0,21000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-047,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,70,70,Female,0,10000,0,0.08,1,0,0,0,0,8000,0,1,1,200,10000,10000,0,0,0,0,0,0,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16,Seg,BI1RMN01514-048,Yes,ANN0,ANN,LIPM,H,S,MS1PR2,1994USMgdbAlb,1994USMgdbAlb,75,75,Female,0,2000,0,0.016,1,0,0,0,0,1600,0,1,1,200,2000,2000,0,0,0,0,0,0,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
